-2.619278728961944580e-01,1.122034415602684021e-01,-3.742995560169219971e-01,-4.884713143110275269e-02,-1.750843785703182220e-02,2.972579300403594971e-01,-1.791858077049255371e-01,3.269997239112854004e-01
-7.832014560699462891e-02,-4.201850593090057373e-01,-4.692588150501251221e-01,-3.965624868869781494e-01,-3.413392305374145508e-01,8.479131758213043213e-02,-7.840420305728912354e-02,-2.151842266321182251e-01
-2.285368591547012329e-01,7.972483336925506592e-02,2.712980508804321289e-01,-3.543352186679840088e-01,2.253610640764236450e-02,-8.030039817094802856e-02,-9.598346427083015442e-03,3.861867636442184448e-02
2.669752836227416992e-01,-1.316173970699310303e-01,1.023463234305381775e-01,-2.656317651271820068e-01,-1.313475370407104492e-01,-2.338830381631851196e-01,1.750299781560897827e-01,-5.129354074597358704e-02
-1.132278516888618469e-01,-3.469794690608978271e-01,1.817795783281326294e-01,-1.171033829450607300e-01,1.896093487739562988e-01,3.715135157108306885e-01,1.906741112470626831e-01,2.158907987177371979e-02
2.280876636505126953e-01,-2.790890932083129883e-01,1.238300651311874390e-02,-1.448020935058593750e-01,9.075392782688140869e-02,-5.989251658320426941e-02,-2.348954230546951294e-01,-2.874074280261993408e-01
9.816233068704605103e-02,1.936900466680526733e-01,4.444718062877655029e-01,3.761779963970184326e-01,5.123204737901687622e-02,-2.515509426593780518e-01,7.073778659105300903e-02,-5.252677202224731445e-01
-7.851357758045196533e-02,2.019719034433364868e-01,-2.163104861974716187e-01,1.950492560863494873e-01,-1.208673696964979172e-03,-2.941362559795379639e-01,2.026024162769317627e-01,1.899663656949996948e-01
-1.323660165071487427e-01,2.934592068195343018e-01,-2.749952375888824463e-01,2.778880298137664795e-01,-7.761466503143310547e-02,2.684265971183776855e-01,-1.395616084337234497e-01,-1.110778003931045532e-01
1.928644478321075439e-01,-3.185417354106903076e-01,-1.519285142421722412e-01,1.106596142053604126e-01,1.015665158629417419e-01,2.439128467813134193e-03,-3.184313476085662842e-01,-5.246756225824356079e-02
